transcript_id	cds_start	cds_end	transcript_length	genomic_cds_starts	genomic_cds_ends
ENST00000003302.8	1366	80836	79470	113799240,113801483,113803158,113803798,113804673,113804868,113806489,113808298,113809063,113812276,113813885,113815174,113817658,113823605,113827233,113829197,113830867,113831920,113833420,113834249,113840598,113841663,113852501,113854258,113875445	113799415,113801678,113803281,113803877,113804751,113805046,113806584,113808437,113809254,113812504,113813955,113815382,113817837,113823700,113827360,113829345,113830943,113831993,113833557,113834335,113840757,113841768,113852633,113854335,113875501
ENST00000003583.12	1538	45218	43680	24358543,24360851,24369674,24373702,24379653,24383902,24401319	24358619,24361041,24369839,24373810,24379823,24384003,24401366
ENST00000003912.7	26336	54348	28012	24442139,24445185,24449481,24453408,24456138,24458888,24460481,24464026,24468986	24442226,24445244,24449626,24453504,24456273,24458976,24460544,24464120,24469185
ENST00000004103.8	782	4801	4019	150801551,150802215,150803400,150803620,150804362,150804827	150801724,150802325,150803456,150803832,150804472,150804868
ENST00000004531.14	48	28454	28406	17538825,17543318,17544451,17548678,17550301,17551764,17554560,17558295,17560328,17561944,17563603,17564950	17538922,17543715,17544606,17548843,17550434,17551986,17554699,17558397,17560533,17562110,17563711,17565146
ENST00000004982.6	956	2922	1966	35755522,35755772,35756811	35755683,35755894,35757008
ENST00000005082.13	124	21862	21738	3359118,3361743,3370975,3371577,3379038	3360565,3361889,3371070,3371703,3379040
ENST00000005178.6	2142	14019	11877	95585641,95587010,95587418,95587727,95589640,95591988,95592511,95592760,95593699,95595023,95596164	95585781,95587123,95587528,95587825,95589716,95592065,95592597,95592944,95593770,95595164,95596293
ENST00000005180.9	155	2920	2765	75769693,75771889,75772104	75769789,75772003,75772176
ENST00000005226.12	432	53080	52648	17494332,17495569,17496758,17498162,17501051,17501482,17501939,17504647,17505830,17509356,17510405,17511902,17516241,17520870,17521346,17522784,17523211,17523419,17524451,17526347,17526753,17527016,17527223,17531154,17531399,17533255,17544272	17494376,17495677,17496813,17498271,17501150,17501535,17501980,17504697,17505949,17509838,17510521,17512054,17516290,17520994,17521411,17522926,17523267,17523478,17524535,17526441,17526810,17527040,17527331,17531292,17531542,17533322,17544307
ENST00000005257.7	63096	83290	20194	39686668,39690382,39696685,39706123	39686781,39690590,39696859,39706245
ENST00000005259.9	527	38836	38309	107580773,107583882,107593955,107595867,107600397,107613332,107618328	107580864,107583982,107594105,107596002,107600505,107613432,107618363
ENST00000005260.9	1871	110724	108853	98293521,98294074,98304196,98306439,98307689,98310445,98312097,98315460,98317219,98320058,98320237,98355042,98362357,98400802	98293596,98294111,98304376,98306516,98307896,98310592,98312264,98315612,98317356,98320129,98320298,98355128,98362432,98400852
ENST00000005284.4	420	106472	106052	24256755,24346734,24354833,24361352	24256965,24346817,24354973,24361863
ENST00000005286.8	153	15490	15337	60924634,60927204,60927641,60928629,60930510,60931686,60931984,60933542,60934488,60935252,60935864	60924733,60927418,60927859,60928960,60930659,60931884,60932127,60933744,60934764,60935443,60936907
ENST00000005340.10	523	11116	10593	7225865,7226421,7227090,7227404,7227655,7227977,7228969,7229135,7229378,7229588,7229808,7230046,7230285,7230728,7234069	7226313,7226639,7227269,7227535,7227783,7228044,7229045,7229274,7229447,7229678,7229943,7230155,7230430,7230797,7234262
ENST00000005374.10	555	8428	7873	30497178,30500536,30504569	30497235,30500681,30504709
ENST00000005386.8	2256	43573	41317	47663505,47666980,47667754,47668916,47670107,47679493,47679704,47681696,47686780,47687876,47689125,47690518,47696276,47697597,47701464,47702688	47663590,47667080,47667851,47669102,47670345,47679594,47679774,47681817,47686907,47688001,47689195,47690639,47696403,47697719,47701604,47702840
ENST00000005558.8	27545	53719	26174	112450689,112455763,112456002,112456914,112458861,112461866,112462001,112462270,112467981,112472219,112472766,112475430	112450782,112455867,112456086,112457038,112459018,112461916,112462179,112462378,112468115,112472347,112472861,112475519
ENST00000005756.5	188	33961	33773	158102064,158106099,158115101,158117824,158121409,158123749,158134748	158102125,158106216,158115259,158117938,158121618,158123895,158134890
ENST00000005995.8	32	5307	5275	2817269,2817430,2817801,2818677,2820955,2821366	2817332,2817456,2817966,2818969,2821109,2821605
ENST00000006015.4	1639	4927	3288	27182796,27184436	27183028,27185144
ENST00000006053.7	79	11733	11654	57372569,57379634,57382030	57372638,57379754,57383032
ENST00000006251.11	25445	61322	35877	44702502,44714591,44725244,44726577,44731730,44732251,44735027,44736772	44702608,44714671,44725292,44726634,44731821,44732391,44735162,44737247
ENST00000006275.8	264	15806	15542	45163192,45163916,45164164,45164853,45165127,45178093	45163223,45164009,45164247,45164970,45165194,45178218
ENST00000006658.11	35	10880	10845	50547209,50547720,50548283,50548554,50548810,50549043,50549286,50549985,50550208,50550536,50550708,50550998,50551511,50551969,50554251,50555232,50555492	50547285,50547767,50548453,50548618,50548964,50549186,50549487,50550115,50550312,50550610,50550917,50551190,50551679,50552180,50554450,50555312,50555662
ENST00000006724.7	4105	15652	11547	41677412,41683785,41686859,41688102	41677503,41684063,41687221,41688165
ENST00000006750.8	486	4205	3719	63929226,63929434,63929770,63930074,63931335,63932195	63929324,63929475,63929888,63930385,63931385,63932261
ENST00000006777.11	49	10406	10357	75879083,75881829,75883698,75887992	75879260,75882236,75883848,75888349
ENST00000007264.7	976	3697	2721	785950,786827,787077,787354,787556	786377,786928,787179,787477,787737
ENST00000007390.3	197	3497	3300	1349437,1349889,1350058,1350807,1351379,1351693	1349608,1349952,1350234,1351000,1351598,1351804
ENST00000007414.8	919	15413	14494	47808291,47808538,47808864,47809076,47809334,47810594,47810772,47813266,47813587,47814521,47815215,47816107,47816388,47816563,47816780,47817256,47818269,47818506,47818986,47819729,47819971,47820204	47808399,47808660,47808990,47809220,47809478,47810672,47810835,47813403,47813834,47814614,47815352,47816202,47816482,47816695,47816872,47817359,47818386,47818616,47819099,47819782,47820096,47820278
ENST00000007510.9	95	16708	16613	35775659,35777645,35777824,35778280,35778464,35779032,35780211,35780421,35780582,35780757,35780920,35781150,35782373,35782597,35782762,35784172,35784953,35785189,35785409,35786413,35787168	35775664,35777742,35777908,35778360,35778601,35779124,35780333,35780498,35780648,35780816,35781072,35781252,35782517,35782679,35782869,35784317,35785106,35785334,35785483,35787072,35788429
ENST00000007516.8	1270	15743	14473	23582284,23585336,23587197,23596123	23582375,23585423,23587319,23596290
ENST00000007699.10	525	7324	6799	7288788,7289530,7289968,7290251,7291093,7292026,7293475,7294230	7288838,7289725,7290071,7290535,7291182,7292059,7293538,7294500
ENST00000007708.7	2760	16382	13622	50097497,50105371,50105885,50106794,50107076,50108156,50108319,50108612,50109287,50109957	50097564,50105442,50106069,50106883,50107153,50108232,50108417,50108719,50109400,50110097
ENST00000007722.11	0	36001	36001	50056440,50064077,50064528,50068056,50070844,50071311,50071986,50073916,50074144,50074448,50075459,50075599,50076326,50076584,50076974,50077379,50078046,50078207,50078824,50079076,50079435,50080262,50081310,50087744,50089110	50056645,50064204,50064607,50068305,50070930,50071518,50072182,50074004,50074280,50074534,50075526,50075735,50076475,50076681,50077121,50077447,50078125,50078284,50078926,50079258,50079557,50080375,50081408,50087869,50089265
ENST00000007735.4	27	5883	5856	41346119,41346448,41346844,41347061,41348483,41349346,41350420	41346236,41346668,41346969,41347222,41348639,41349428,41350767
ENST00000007969.12	901	9296	8395	6905634,6905845,6906409,6907315,6909890,6912730	6905759,6905954,6906662,6907445,6910026,6913003
ENST00000008180.13	181	4226	4045	3065812,3067377,3067984,3068180,3068990	3065826,3067415,3068010,3068239,3069355
ENST00000008391.4	530	60689	60159	50714056,50715116,50719090,50728856,50729194,50745107,50751211,50772645	50714094,50715613,50719150,50729021,50729312,50745248,50751324,50772864
ENST00000008440.9	128	13971	13843	231338384,231339769,231351304	231338604,231339868,231351606
ENST00000008527.10	1423	103346	101923	106992787,106992965,106997294,106997488,106997915,106999551,106999942,107001280,107001764,107005106,107022084,107092804	106992890,106993036,106997386,106997690,106998066,106999862,107000082,107001368,107001948,107005248,107022192,107092961
ENST00000008938.5	85	4456	4371	46019238,46019526,46022735	46019419,46019647,46023021
ENST00000009041.12	29260	51307	22047	38207505,38214357,38215028,38217025,38217188,38219565,38228799	38207729,38214434,38215105,38217078,38217305,38219660,38228854
ENST00000009105.5	11267	30578	19311	209594984,209599983,209603214,209605536,209606320,209607858,209608980,209609851,209611465,209611792,209612785	209595075,209600111,209603288,209605674,209606443,209607933,209609092,209609929,209611552,209612216,209612875
ENST00000009180.10	100	38107	38007	6200500,6225426,6232632,6233412,6235229,6235476,6236192,6237763	6200565,6225534,6232729,6233486,6235327,6235565,6236275,6237828
ENST00000009530.13	601	11992	11391	150402240,150402563,150403121,150404680,150405085,150406259,150406881,150407152,150412625	150402250,150402625,150403312,150404767,150405180,150406321,150406960,150407324,150412749
ENST00000009589.8	36	1685	1649	56073090,56073695,56074060,56074381	56073272,56073768,56074159,56074383
ENST00000010132.6	861	24985	24124	4591181,4593002,4596149,4596589,4599028,4599707,4604914,4607327,4610155,4612543,4613512	4591298,4593165,4596285,4596729,4599166,4599788,4605086,4607387,4610284,4612718,4613753
ENST00000010299.10	24	35540	35516	27726081,27727472,27730232,27732603,27734031,27744654,27749068,27755195,27759526,27760495	27726161,27727536,27730333,27732657,27734183,27744811,27749154,27755330,27759627,27760581
ENST00000010404.6	7111	17364	10253	16354253,16357605,16363795	16354378,16357699,16364041
ENST00000011292.8	27	8767	8740	130380521,130381098,130381630,130382108,130383391,130383684,130384536,130385146,130385839,130387824	130380585,130381179,130381863,130382209,130383492,130383794,130384626,130385345,130385923,130388011
ENST00000011473.6	1300	22798	21498	106091805,106092949,106097690,106099158,106112140,106112479	106091939,106093137,106097897,106099282,106112211,106112529
ENST00000011619.6	864	92183	91319	13622362,13625653,13632370,13634431,13637808,13639563,13641199,13642479,13644545,13652659,13657109,13658780,13696785,13710935	13622492,13625764,13632521,13634552,13637955,13639753,13641307,13642591,13644729,13652681,13657276,13658832,13696896,13711505
ENST00000011653.9	10611	31169	20558	6800139,6800307,6814142,6814759,6816056,6817130,6818421,6818847,6819299	6800187,6800471,6814300,6814992,6816403,6817330,6818542,6818914,6819329
ENST00000011684.11	1791	20067	18276	6312227,6313629,6315005,6315554,6315869,6316255,6317303,6317547,6317857,6318301,6318745,6318993,6326428,6327254,6328136	6312364,6313784,6315169,6315649,6315919,6316404,6317413,6317696,6317994,6318420,6318877,6319108,6326573,6327946,6328145
ENST00000011691.6	38	3880	3842	42590898,42591525,42594422	42590966,42591601,42594509
ENST00000011700.10	0	241483	241483	12277121,12279499,12282705,12288223,12290998,12293524,12299202,12304506,12308431,12311454,12311813,12314115,12318072,12319497,12321809,12322536,12323706,12327648,12329829,12333226,12335705,12338231,12341783,12342899,12345374,12346605,12348823,12349164,12353974,12355899,12356398,12358459,12362720,12363072,12368468,12369467,12373750,12378428,12379488,12382976,12385260,12386185,12400181,12401608,12403825,12415087,12416660,12455998,12460201,12497500,12506853,12508893	12278038,12279650,12283736,12288313,12291124,12293704,12299384,12304728,12308641,12311625,12311925,12314327,12318337,12319630,12321964,12322746,12323780,12327854,12329918,12333366,12335827,12338305,12341885,12343051,12345509,12346652,12348973,12349374,12354221,12356090,12356524,12358601,12362850,12363247,12368591,12369702,12373858,12378591,12379596,12383155,12385373,12386334,12400330,12401704,12403973,12415221,12416827,12456130,12460396,12497631,12507093,12509024
ENST00000011898.10	123815	206450	82635	3201194,3278421,3278992,3280382,3281198,3281734,3283045	3201256,3278612,3279066,3280483,3281329,3281817,3283116
ENST00000011989.11	471	20862	20391	15878771,15879346,15879604,15879764,15885924,15886242,15889423,15890312,15892309,15892529,15893737,15897414	15878936,15879428,15879668,15879897,15886053,15886308,15889693,15890433,15892436,15892582,15893881,15897611
ENST00000012049.10	38	11525	11487	45692704,45693413,45695437,45698547,45698801,45701798,45702904	45692910,45693556,45695718,45698699,45698900,45701914,45703049
ENST00000012134.7	1638	30604	28966	142753107,142759772,142761464,142764799,142768382,142769552	142753931,142760667,142761565,142764974,142768536,142774738
ENST00000012443.9	10	44746	44736	46347097,46353748,46375604,46376453,46383411,46383780,46384804,46387093,46387366,46388408,46388553,46390051,46390284	46347217,46353989,46375751,46376574,46383476,46383878,46384909,46387235,46387453,46388448,46388731,46390132,46390346
ENST00000013034.3	709	8709	8000	51154374,51155651,51159980,51161160,51161728	51154444,51155780,51160081,51161272,51161845
ENST00000013070.11	36	21046	21010	93207292,93209824,93210648,93212032,93214929,93215176,93218527,93219212,93220249,93222313,93226943	93207441,93209957,93210708,93212127,93214982,93215281,93218735,93219361,93220411,93222374,93227035
ENST00000013125.9	1494	116033	114539	50420019,50423121,50425907,50428662,50429192,50434394,50434962,50437476,50437894,50438092,50440013,50440362,50442732,50443729,50443939,50445041,50446079,50447414,50448774,50456516,50462665,50464052,50466583,50468651,50475077,50476128,50476259,50482361,50485578,50486104,50504800,50531942	50420106,50423176,50425977,50428754,50429260,50434571,50435065,50437534,50438008,50438094,50440073,50440441,50442816,50443770,50444036,50445194,50446121,50447481,50448832,50456594,50462781,50464133,50466645,50468782,50475149,50476170,50476306,50482416,50485642,50486194,50504857,50532049
ENST00000013222.5	16	4505	4489	30752151,30753731,30755422	30752304,30753938,30755851
ENST00000013807.9	114	10904	10790	45413548,45413963,45414861,45416821,45419098,45420324,45421178,45423270	45413745,45414034,45414960,45416897,45419197,45420427,45421393,45423374
ENST00000013894.3	42	8684	8642	43690993,43699276,43699502	43691039,43699361,43699503
ENST00000014914.6	16688	22048	5360	12908250,12912084,12912447	12909171,12912142,12912539
ENST00000014930.9	438	25810	25372	12975308,12987152,12989277,13000037	12975479,12987332,12989415,13000114
ENST00000014935.7	949	4712	3763	154402707,154402942,154403269,154403522,154404828,154404995,154405434	154402841,154403190,154403381,154403622,154404914,154405083,154405568
ENST00000016171.6	3719	22405	18686	99714587,99716348,99718346,99720987,99723956,99726968,99727441,99729553,99731960	99714718,99716461,99718500,99721068,99724123,99727154,99727563,99729734,99732049
ENST00000016913.8	4541	15144	10603	60497319,60501045,60501983,60503701,60506728,60507020	60497594,60501182,60502039,60503817,60506838,60507124
ENST00000016946.8	161	66866	66705	109794466,109801783,109803432,109803979,109808174,109808750,109813460,109819696,109821905,109824222,109824487,109824830,109825876,109826301,109826701,109827792,109828065,109831317,109834997,109835819,109845103,109847810,109855862	109794537,109801850,109803543,109804131,109808404,109808895,109813655,109819783,109822114,109824403,109824662,109824953,109826034,109826438,109826847,109827971,109828148,109831452,109835091,109838042,109845242,109848011,109855896
ENST00000017003.7	15	16752	16737	50346141,50353630,50354408,50354854,50355501,50355781,50356085,50356511,50357057,50358207,50359969	50346275,50354122,50354583,50355056,50355581,50355997,50356261,50356773,50357252,50358540,50360291
ENST00000019019.6	1887	7830	5943	48478048,48478449,48478617,48479038,48481151,48481289,48481426,48481632,48482409,48482597,48482986	48478168,48478518,48478707,48479116,48481203,48481342,48481528,48481715,48482506,48482794,48483018
ENST00000019103.8	274	85693	85419	119440117,119441558,119446759,119448689,119452010,119453287,119461847,119464123,119465789,119473453,119478811,119494428,119524155	119440257,119441599,119446885,119448780,119452079,119453347,119462000,119464255,119465886,119473556,119478918,119494548,119524226
ENST00000019317.8	38037	62887	24850	9513046,9516845,9522160,9524594,9525720,9530834,9533335,9533703,9535671	9513289,9517303,9522509,9524755,9525851,9530941,9533456,9533826,9535937
ENST00000020673.6	581	17478	16897	102403200,102403842,102404583,102404898,102405183,102405346,102407223,102410858,102411058,102411707,102412147,102412381,102413769,102414863,102416017,102416385	102403430,102403985,102404727,102405055,102405253,102405536,102407266,102410947,102411116,102411819,102412227,102412575,102414197,102415229,102416119,102417038
ENST00000020926.8	3750	47180	43430	45244052,45246383,45252421,45254270,45255666,45286025	45244356,45246512,45252722,45254404,45255891,45286207
ENST00000020945.4	1209	4471	3262	48918807,48919896,48921187	48918988,48920441,48921265
ENST00000022615.9	2332	14426	12094	42394212,42395084,42398712,42399651,42401788,42403311,42404867,42405371	42394278,42395133,42398864,42399703,42402015,42403461,42404924,42405462
ENST00000023064.9	109	39475	39366	32830620,32833149,32842168,32843855,32858440,32859841,32860606,32862118,32862461,32864096,32864629,32868448	32830684,32833323,32842317,32843951,32858543,32859964,32860650,32862217,32862586,32864338,32864776,32868534
ENST00000023897.10	3620	51593	47973	161850811,161854158,161865721,161873117,161875560,161882558,161890898,161895666,161897111	161850884,161854270,161865788,161873337,161875642,161882701,161891050,161895868,161897422
ENST00000023939.8	113	50681	50568	56468698,56472326,56473301,56474678,56476985,56484111,56513315,56516935,56517106,56518087	56468766,56472415,56473395,56474771,56477124,56484189,56513428,56516989,56517201,56518265
ENST00000024061.7	841	20054	19213	141211442,141212204,141215759,141217090,141218011,141219650,141221577,141228179	141211697,141212556,141215970,141217189,141219029,141219829,141221765,141228266
ENST00000025008.10	1324	67774	66450	52623782,52624717,52628032,52630470,52634921,52636015,52642351,52642704,52645702,52656008,52657998,52658873,52660596,52660926,52661095,52661535,52668021,52673845,52676369,52683549,52683887,52685399	52623859,52624787,52628168,52630528,52634968,52636069,52642591,52642812,52645867,52657908,52658124,52658976,52660657,52661007,52661281,52661719,52668191,52674274,52676571,52683719,52684013,52685469
ENST00000025301.4	14197	52771	38574	42286349,42292385,42295695,42297048,42298533,42299363,42308454,42313047,42313894,42317528,42319088	42286399,42292501,42295742,42297182,42298797,42303863,42308609,42313130,42313940,42317688,42319228
ENST00000025399.10	314	21665	21351	15882708,15883083,15883541,15889928,15890597,15894047,15895359,15897882,15899904,15900947,15902917	15882819,15883121,15883676,15890009,15890669,15894143,15895496,15898018,15900053,15901012,15902978
ENST00000026218.9	4057	15890	11833	574075,575839,576134,578379,578785,579069,580183,580858,582883	574763,575970,576254,578505,578938,579180,580263,580972,583634
ENST00000027335.8	1078	70005	68927	94128240,94130626,94130876,94145928,94148744,94151868,94159971,94162086,94165761,94170397,94170854,94173797,94174102,94176541,94177587,94189187,94194635	94128340,94130739,94130992,94146167,94148874,94152112,94160162,94162162,94165976,94170547,94170985,94173996,94174260,94176679,94177721,94189285,94194685
ENST00000028008.9	17186	26849	9663	166946731,166948566,166952488,166956097	166946739,166948625,166952548,166956182
ENST00000029410.10	79	10541	10462	177600211,177604179,177607302,177608539,177608910,177609540	177600260,177604541,177607527,177608622,177609014,177609695
ENST00000031146.8	678	60621	59943	69399370,69424094,69453241,69454812,69455732,69458363	69399465,69424202,69453309,69454897,69455866,69458593
ENST00000033079.7	2265	83878	81613	137940225,137941944,137942875,137943133,137945902,137946228,137948955,137952628,137953336,137954166,137959616,137960166,137962405,137985257,137987461,137988274,138006990,138011008,138011768,138018302,138018955	137940348,137942045,137943038,137943216,137945997,137946311,137949184,137952709,137953465,137954376,137959763,137960214,137962469,137985389,137987616,137988315,138007147,138011149,138011945,138018514,138019111
ENST00000034275.12	258	62214	61956	5917610,5917794,5918496,5921201,5923194,5923812,5924827,5925634,5927968,5931404,5932452,5933414,5941621,5941799,5957918,5978061	5917653,5917980,5918638,5921321,5923303,5923914,5924905,5925737,5928087,5931531,5932544,5933479,5941707,5941835,5957973,5978082
ENST00000035307.7	1529	8513	6984	151234012,151235048,151236408,151237374	151234274,151235612,151236590,151238681
ENST00000037243.7	108	11340	11232	75566487,75566852,75568037,75577279	75566520,75566907,75568209,75577369
ENST00000037502.11	508	18706	18198	171635925,171638597,171652008	171636709,171638722,171652611
ENST00000037869.7	1314	6450	5136	70297289,70300840,70301925	70297477,70300980,70302011
ENST00000038176.8	598	78846	78248	58584106,58585652,58585898,58586458,58587618,58589452,58590007,58590867,58594232,58595560,58597387,58597860,58599232,58599750,58599970,58601285,58601445,58602058,58603210,58605927,58607769,58609604,58623220,58623377,58623709,58631496,58635189,58635305,58635468,58642984,58659573	58584200,58585761,58586000,58586608,58587701,58589575,58590074,58590934,58594290,58595659,58597550,58597902,58599363,58599870,58600021,58601348,58601535,58602137,58603386,58606035,58607840,58609733,58623272,58623424,58623780,58631546,58635225,58635372,58635546,58643073,58659631
ENST00000039007.5	93	69533	69440	38352697,38367291,38369796,38381342,38401275,38403618,38408742,38408876,38411862,38421023	38352773,38367429,38369877,38381429,38401428,38403740,38408795,38409025,38411999,38421082
ENST00000039989.9	35	138386	138351	43358955,43379233,43389652,43391465,43391821,43396709,43397347,43397974,43399888,43401446,43403998,43405514,43405786,43407138,43407353,43414590,43443325,43444056,43448002,43450082,43451182,43490239,43492020,43493773	43359113,43379322,43389821,43391576,43391952,43396818,43397491,43398113,43400048,43401558,43404144,43405629,43405951,43407215,43407577,43414776,43443584,43444209,43448122,43450241,43451265,43490358,43492163,43493904
ENST00000040584.6	300	3123	2823	54009285,54011089	54009720,54011381
ENST00000040663.8	67	8863	8796	13764589,13764871,13765954,13768561,13768824,13772121	13764720,13765109,13766129,13768737,13769048,13772281
ENST00000040738.10	1273	67979	66706	13570011,13576838,13577403,13577582,13579928,13581020,13581132,13582237,13582652,13586396,13587699,13588722,13590386,13591923,13595860,13597104,13598946,13607117,13608530,13609295,13610934,13613512,13614196,13615312,13619943,13627345	13570128,13576991,13577487,13577631,13579973,13581054,13581207,13582310,13582736,13586475,13587771,13588792,13590446,13591966,13595944,13597168,13605084,13607189,13608668,13609406,13611100,13613661,13614810,13615502,13620067,13627587
ENST00000040877.2	264	92626	92362	234391577,234392416,234393362,234393646,234398382,234401181,234405903,234410445,234418084,234420702,234425673,234427317,234427576,234429136,234429416,234430087,234433410,234437275,234446803,234448480,234450428,234457667,234459230,234460261,234463837,234465656,234467502,234471188,234472714,234478173	234391745,234392552,234393486,234393837,234398553,234401262,234406099,234410531,234418233,234420812,234425793,234427388,234427766,234429324,234429677,234430301,234433571,234437372,234446975,234448579,234450566,234457756,234459326,234460396,234463934,234465708,234467650,234471257,234472811,234479103
ENST00000042381.9	9618	21273	11655	67538447,67538672,67538990,67539728,67539846,67540053,67540300,67540458,67540579,67541430,67541653,67541867,67543348,67544299,67544695,67544956,67545376,67545664,67545949,67546141,67546366	67538550,67538824,67539068,67539751,67539899,67540205,67540363,67540501,67540704,67541578,67541782,67543264,67543469,67544431,67544830,67545117,67545534,67545860,67546032,67546231,67546463
ENST00000042931.1	0	7005	7005	12752593,12753260,12754552,12754877,12755379,12755615,12755855,12756141,12757651	12752744,12753354,12754785,12755031,12755456,12755767,12755935,12756295,12758077
ENST00000043402.8	296	28097	27801	20241711,20268071	20243110,20268092
ENST00000044462.12	1484	9278	7794	78541928,78542177,78542483,78544190,78544869,78545634,78546575,78548790	78541930,78542219,78542645,78544267,78544957,78545764,78546698,78548944
ENST00000045083.6	1120	47555	46435	50587232,50587802,50589686,50592344,50593035,50594553,50595369,50596140,50597580,50602072,50604645,50608389,50608613,50608912,50609293,50609573,50610853,50611181,50616002,50619986,50630738	50587332,50587892,50589769,50592546,50593196,50594714,50595504,50596263,50597710,50602644,50604774,50608534,50608738,50608955,50609356,50609722,50610906,50611204,50616080,50620132,50630847
ENST00000045347.11	0	53967	53967	88385819,88391381,88393393,88396156,88416711,88426232,88427630,88429348,88431172,88433135,88437543,88437838,88438327	88385837,88391455,88393488,88396203,88416844,88426704,88427696,88429463,88431225,88433212,88437597,88437903,88438422
ENST00000046087.7	87	156801	156714	49937528,49983342,50018240,50031092,50057989,50081774,50089629,50093068	49937622,49983519,50018316,50031310,50058141,50081899,50089709,50093194
ENST00000046640.9	3447	24703	21256	3640207,3647444,3648847,3654998,3655221,3656487,3656676,3658005,3659858,3660236	3640267,3647522,3648931,3655101,3655352,3656586,3656795,3658175,3659975,3660369
ENST00000046794.10	2464	52959	50495	170248697,170250730,170252434,170253119,170256526,170258037,170258866,170261107,170262635,170262842,170262967,170266808,170267009,170268385,170270719,170274301,170275320,170275795,170287970,170293310,170297534	170248819,170250885,170252511,170253213,170256575,170258166,170258878,170261137,170262742,170262861,170262992,170266891,170267075,170268482,170270917,170274338,170275351,170275860,170288016,170293372,170297611
ENST00000052569.10	2985	43376	40391	117563254,117566854,117569572,117570860,117573467,117575177,117578900,117602004	117563384,117567034,117569736,117570955,117573632,117575352,117579064,117602288
ENST00000052754.10	5574	39141	33567	91146058,91151654,91153096,91157075,91158296,91164605,91178342	91146252,91151792,91153189,91157188,91158509,91164717,91178552
ENST00000053243.6	115	3189	3074	11965325,11966195,11967570	11965454,11966341,11967847
ENST00000053468.4	1482	11641	10159	42208289,42208858,42210488,42211781,42214120,42214280,42217802	42208372,42208947,42210596,42211917,42214192,42214344,42217849
ENST00000053867.8	3863	9266	5403	44349165,44349426,44349667,44350228,44350442,44350691,44351037,44351363,44351550,44352015,44352341,44352661	44349302,44349551,44349751,44350340,44350577,44350800,44351163,44351460,44351795,44352248,44352571,44352798
ENST00000054650.9	351	8924	8573	6625219,6628499,6630288,6632391,6632796	6625292,6628691,6630353,6632495,6633077
ENST00000054666.11	88	8647	8559	7771384,7773442,7777160,7778118,7779626	7771385,7773511,7777318,7778169,7779645
ENST00000054668.5	0	6080	6080	7847766,7849640,7850812,7852901,7853307	7847882,7849683,7850922,7852923,7853431
ENST00000054950.4	123	14388	14265	32091197,32097144,32098350,32100548,32103281,32104365	32091450,32097337,32098528,32100608,32103480,32104472
ENST00000055077.8	604	23935	23331	74232106,74235532,74237362,74238923,74239938,74243146,74246662,74249012,74249739,74252429,74254271	74232216,74235645,74237442,74238988,74240095,74243246,74246763,74249118,74249780,74252498,74254383
ENST00000055335.11	77	19693	19616	49269870,49281406,49281981,49285834	49270873,49281461,49282063,49287090
ENST00000055682.12	6549	17342	10793	74739405,74740100,74745572	74739498,74744477,74745650
